extra_producto|extra_producto|1587.0|producto_extra|1587°1399.5°464°143°309°52°2°6°2051.5°1591°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|7599.0|
huevo|huevo|14.23|comercializadora avicola de santa ana ch|14.23°0.96°0°0°1.25°0°0°1°1°3.38°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|20.82|
7501772802777|kosako 600ml|7|peñafiel|7°3°0°0°0°0°1°0°5°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|20|
7501011101456|sabritas sal  42g|5|sabritas|5°6°2°2°0°0°0°0°0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|19|
75036553|serillos clasico|4|clasicos|4°3°3°0°0°1°1°0°3°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|18|
80050315|kinder 12.5g|5|kinder-|5°5°1°2°1°0°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|18|
7501000142200|bigotes 60g|6|tia rosa|6°2°3°0°0°0°0°0°6°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|18|
7503032991740|chocotorro 24g|4|marinela|4°1°3°0°2°0°0°0°5°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|18|
7501056900168|paleta bubaloo mora 16.6g|4|mondelez|4°3°8°0°0°0°0°2°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|18|
pallman suelto|pallman suelto|0|pallman|0°0°6°0°0°0°0°0°24°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|18|
7501031303540|sangria 400ml|9|pepsi|9°1°0°0°1°0°0°1°3°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
75002275|chocorroles piña 100g|4|marinela|4°4°1°0°3°1°0°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501055399758|yoli 355ml|8|marinela|8°2°0°0°0°0°0°0°5°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
793573950079|red cola 3lts|6|red cola|6°3°0°0°1°1°0°0°3°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501049999360|heineken 473ml|3|indio|3°7°1°0°0°2°0°0°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501055302451|coca-cola 1lt|3|coca cola|3°4°1°0°0°0°0°0°2°8°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501056903190|paleta bubbaloo pi-k fuego 20.5g|4|mondelez|4°2°4°1°0°0°0°3°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501041941930|sal de uvas 5g|5|medicamento|5°8°1°0°2°0°0°0°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501031310012|pepsi  600ml|11|pepsi|11°3°0°0°0°0°0°0°1°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|17|
7501055339983|munded 600|3|coca cola|3°5°0°0°1°3°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|16|
7501058638083|carlos v normal|5|nestle|5°1°0°0°1°0°0°0°4°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|16|
7501056900151|paleta bubaloo fresa|5|mondelez|5°2°0°0°0°1°0°2°1°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|15|
041789001987|maruchan piquin64g|5|casa vargas|5°4°4°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|15|
7500810005491|chip fuego 50gr|6|sabritas|6°2°3°0°0°1°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|15|
azucar|azucar|4.0|casa vargas|4°2°2°0°3.25°0°0°0°1°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14.25|
8000500267035|kinder delice 39g|4|kinder|4°0°1°0°0°2°0°0°3°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14|
7501032397951|danonino maxi fresa 336g|2|danone|2°3°1°0°0°1°0°0°3°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14|
7501000112845|rebanadas|1|bimbo dulce|1°4°3°0°0°0°0°0°4°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14|
041789001925|maruchan res 64 gr|2|atoto|2°4°0°2°4°1°0°0°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14|
7501011112254|fritos 62g|5|sabritas|5°3°1°0°2°0°0°0°0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14|
7501055303779|fanta naranja 600ml|8|coca cola|8°0°0°0°1°1°0°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|14|
603554054033|pulseras|6|salma|6°1°0°0°0°0°0°0°0°8°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|13|
80050094|kinder maxi 21g|4|ferrero-kinder|4°0°0°0°0°1°0°0°4°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|13|
7501031345052|mirinda 600ml|2|pepsi|2°2°0°1°0°1°0°0°3°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|13|
7501061696988|indio 473ml|8|indio|8°3°0°0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|13|
7501000911783|nescafe clasico 14g|2|nestle|2°2°2°2°0°0°0°0°3°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|13|
7501030418399|donas esp 8pz 140g|3|bimbo dulce|3°0°3°0°2°0°0°0°4°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|13|
7501505630073|sangria casera 600ml|4|pepsi|4°2°0°0°1°3°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
603554114034|choco huevo sorpresa 12gr|3|vendedor x|3°7°0°0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7506192508698|mexicana400ml|0|pepsi|0°4°2°0°2°0°0°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501049912284|XX laton 473ml|6|indio|6°7°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501011101678|sabritas limon 45g|3|no se sabe|3°2°1°0°2°0°0°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501064101205|corona mega 1.2L|2|corona|2°0°0°0°1°2°0°0°4°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501031307210|jumex fresh citricos 600ml|4|jumex|4°2°0°0°0°1°0°0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501031360116|manzanita vidrio 500ml|1|pepsi|1°3°2°1°1°0°2°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501022014066|7up 355ml|5|pepsi|5°3°0°0°2°0°0°0°0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501086801015|agua epura 1.5lt|6|epura|6°1°0°0°1°0°0°0°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|12|
7501031307241|jumex fresh conga 600ml|3|pepsi|3°3°0°0°2°1°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501055333851|del valle durazno 1lt|0|coca cola|0°1°0°1°2°0°0°0°3°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501055330812|del vallefrut 3lt|3|coca cola|3°4°0°0°0°0°0°0°0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501431261105|vaso de unicel 25 pzs|6|casa vargas|6°0°1°0°0°0°0°0°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501055376681|munded fresa 2Lt|4|coca cola|4°1°0°1°0°0°0°0°2°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
75061685|kids jugo de uva 300ml|3|bonafont|3°1°0°0°2°1°0°0°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7503006897030|red cola 2lt|4|red cola|4°4°0°0°1°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501032398576|danone yogurt fresa 220g|4|danone|4°1°0°0°3°0°0°0°2°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501055900077|leche alpura vaqui fresa 1l|4|alpura|4°2°0°0°0°0°0°1°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501000128167|principe 105g|4|marinela galleta|4°2°0°0°1°0°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501031310098|pepsi 3lt|1|pepsi|1°2°0°1°1°0°0°0°2°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501091708545|vasos cups|4|casa vargas|4°1°2°0°0°0°0°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501441604411|jarrito rojo 2lt|5|pepsi|5°1°0°0°0°1°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501000153763|rocko grande 44g|4|marinela|4°5°1°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501022013700|pepsi vidrio 500ml|5|pepsi|5°2°0°0°1°0°0°0°1°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7506192507349|amper  473ml|5|bonafont gatorade|5°0°0°0°0°0°1°0°3°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
7501295600157|santaclara deslactosada 1lt|6|coca cola|6°1°1°0°1°0°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|11|
793573264091|agua skarch 600ml|1|skarch|1°3°0°0°2°2°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501441604121|jarritos-piña  2Lts|0|pepsi|0°5°0°0°1°0°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501030474227|donas azuc 6pz 158g|5|bimbo dulce|5°2°0°1°0°0°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501086801121|e-pura  600ml|7|pepsi|7°1°1°0°0°0°0°0°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501055333844|del valle mango 1lt|0|coca cola|0°3°0°0°1°1°0°1°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501086800636|epura 2lt|6|epura|6°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7500810005026|chipotles 55gr|0|barcel|0°5°0°0°0°1°0°0°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501064115400|victoria 355ml|0|corona|0°3°0°0°8°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501055915668|vaquita chocolate|5|alpura|5°0°0°0°1°3°0°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7500478014606|chetos poffs 38g|3|sabritas|3°0°0°0°1°0°0°0°3°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7506192507714|amper blueberry 473ml|1|bonafont gatorade|1°3°0°0°0°0°0°0°2°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501441610214|jarrito tamarindo 600ml|3|pepsi|3°1°2°1°0°1°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501030463719|deliciosas chocochispas 230g|1|lara|1°1°1°0°1°0°0°0°3°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501058638113|carlos V 34g|3|nestle|3°1°2°0°0°0°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501030427209|barritas piña 67g|3|marinela galleta|3°2°0°1°0°0°0°0°1°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501000601776|emperador senzo 93g|4|gamesa|4°1°1°0°0°0°0°0°3°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501049917296|sol chelada|3|corona|3°2°0°0°4°0°0°0°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7503023959117|camel doble capsula|2|camel|2°3°0°0°0°0°0°1°0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7500478028375|churrumais|3|sabritas|3°2°0°0°3°0°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
7501022014578|7up vidrio 500ml|3|pepsi|3°5°0°0°0°0°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|
75075392|jumex 125ml.|5|jumex|5°2°0°0°0°0°0°0°0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501059299252|carlos v semiamargo 20g|4|turin|4°1°0°0°1°0°0°1°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501071120077|squirt 2lt|0|peñafiel|0°1°0°0°0°1°0°1°1°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501031360161|manzanita 2lt|3|pepsi|3°2°0°0°1°1°0°1°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501441610122|jarrito piña 600ml|3|pepsi|3°1°1°1°0°0°0°0°0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
75043025|jumex 125ml mango|3|jumex|3°1°0°0°0°0°0°0°1°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501055900084|leche alpura vaqui vainilla 1l|4|alpura|4°2°0°0°0°1°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501011102095|rufles original 52g|3|sabritas|3°3°0°1°0°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7506192505918|vive 100 500ml|6|quala|6°0°0°0°0°1°0°0°1°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7506443105713|benegastro 240gr|2|danone|2°2°0°0°0°0°0°1°2°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501011143739|sabritasflamin hot 45g|2|sabritas|2°0°0°0°3°1°0°0°1°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501031360024|manzanita sol 600ml|3|pepsi|3°1°1°0°1°0°0°0°1°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501000651375|mamut 44g|0|gamesa|0°0°1°0°1°0°0°0°3°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
032239052147|del valle manzana vidrio|0|coca cola|0°1°2°0°0°1°0°0°1°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501031360307|manzanita 400ml|4|pepsi|4°3°0°0°1°0°0°0°2°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501011159242|sabritas flamin hot crujiente 49g|5|sabritas|5°2°0°0°0°0°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|
7501030475521|mantecadas vain 6p|0|bimbo dulce|0°2°0°1°0°3°0°0°0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|8|
